election,active_date,status,active_reason,committee_id
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,3597
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,3597
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,3597
2014 Primary Election,02/13/2013,Active,In-Kind or Independent Expenditure,3597
2012 General Election,05/02/2012,Active,In-Kind or Independent Expenditure,3597
2012 September Election,08/28/2012,Active,In-Kind or Independent Expenditure,3597
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,3597
2010 General Election,06/10/2010,Active,System Generated / Primary or General Election,3597
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,3597
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,3597
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,3597
2007 November Election,08/24/2007,Active,Statement of Organization,3597
2006 General Election,,Inactive,,3597
2006 Primary Election,,Inactive,,3597
2004 General Election,,Inactive,,3597
2004 Primary Election,,Inactive,,3597
2002 General Election,,Inactive,,3597
2002 Primary Election,,Inactive,,3597
2000 General Election,,Inactive,,3597
2000 Primary Election,,Inactive,,3597
2018 Primary Election,10/10/2017,Active,Contribution to Active Candidate or Measure Committee,2717
2016 General Election,07/18/2016,Active,Contribution to Active Candidate or Measure Committee,2717
2016 Primary Election,10/22/2015,Active,Contribution to Active Candidate or Measure Committee,2717
2015 November Election,09/03/2015,Active,Statement of Organization,2717
2014 General Election,04/07/2014,Active,Contribution to Active Candidate or Measure Committee,2717
2014 Primary Election,07/02/2012,Active,Contribution to Active Candidate or Measure Committee,2717
2012 General Election,07/24/2012,Active,Contribution to Active Candidate or Measure Committee,2717
2012 Primary Election,11/16/2011,Active,Contribution to Active Candidate or Measure Committee,2717
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,2717
2010 Primary Election,10/12/2009,Active,Contribution to Active Candidate or Measure Committee,2717
2009 September Election,08/17/2009,Active,Statement of Organization,2717
2009 May Election,04/13/2009,Active,Statement of Organization,2717
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,2717
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,2717
2007 November Election,10/05/2007,Active,Statement of Organization,2717
2006 General Election,,Inactive,,2717
2006 Primary Election,,Inactive,,2717
2004 General Election,,Inactive,,2717
2004 Primary Election,,Inactive,,2717
2002 General Election,,Inactive,,2717
2002 Primary Election,,Inactive,,2717
2000 General Election,,Inactive,,2717
2000 Primary Election,,Inactive,,2717
1998 General Election,,Inactive,,2717
1998 Biennial Primary Election,,Inactive,,2717
2018 Primary Election,10/10/2016,Active,Contribution to Active Candidate or Measure Committee,2352
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,2352
2016 Primary Election,11/12/2015,Active,Contribution to Active Candidate or Measure Committee,2352
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,2352
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,2352
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,2352
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,2352
2010 General Election,08/11/2010,Active,Contribution to Active Candidate or Measure Committee,2352
2010 Primary Election,01/20/2010,Active,Contribution to Active Candidate or Measure Committee,2352
2009 May Election,04/30/2009,Active,In-Kind or Independent Expenditure,2352
2008 General Election,06/30/2008,Active,Contribution to Active Candidate or Measure Committee,2352
2008 Primary Election,10/12/2007,Active,Contribution to Active Candidate or Measure Committee,2352
2007 November Election,08/29/2007,Active,Contribution to Active Candidate or Measure Committee,2352
2006 General Election,,Inactive,,2352
2006 Primary Election,,Inactive,,2352
2004 General Election,,Inactive,,2352
2004 Primary Election,,Inactive,,2352
2002 General Election,,Inactive,,2352
2002 Primary Election,,Inactive,,2352
2000 General Election,,Inactive,,2352
2000 Primary Election,,Inactive,,2352
1998 General Election,,Inactive,,2352
1998 Biennial Primary Election,,Inactive,,2352
1996 General Election,,Inactive,,2352
1996 Primary Election,,Inactive,,2352
2018 Primary Election,12/29/2016,Active,Contribution to Active Candidate or Measure Committee,171
2018 January Special Election,12/12/2017,Active,Statement of Organization,171
2016 General Election,06/29/2016,Active,In-Kind or Independent Expenditure,171
2016 Primary Election,09/27/2014,Active,Contribution to Active Candidate or Measure Committee,171
2014 General Election,04/10/2014,Active,Contribution to Active Candidate or Measure Committee,171
2014 Primary Election,01/08/2013,Active,Contribution to Active Candidate or Measure Committee,171
2013 May Election,04/11/2013,Active,Statement of Organization,171
2012 General Election,07/10/2012,Active,Contribution to Active Candidate or Measure Committee,171
2012 Primary Election,01/19/2010,Active,Contribution to Active Candidate or Measure Committee,171
2010 General Election,05/26/2010,Active,Contribution to Active Candidate or Measure Committee,171
2010 Primary Election,09/09/2009,Active,Contribution to Active Candidate or Measure Committee,171
2008 General Election,06/11/2008,Active,Contribution to Active Candidate or Measure Committee,171
2008 Primary Election,11/07/2007,Active,Contribution to Active Candidate or Measure Committee,171
2007 November Election,07/17/2007,Active,Contribution to Active Candidate or Measure Committee,171
2006 General Election,,Inactive,,171
2006 Primary Election,,Inactive,,171
2004 General Election,,Inactive,,171
2004 Primary Election,,Inactive,,171
2002 General Election,,Inactive,,171
2002 Primary Election,,Inactive,,171
2000 General Election,,Inactive,,171
2000 Primary Election,,Inactive,,171
1998 General Election,,Inactive,,171
1998 Biennial Primary Election,,Inactive,,171
1996 General Election,,Inactive,,171
1996 Primary Election,,Inactive,,171
1994 General Election,,Inactive,,171
1994 Primary,,Inactive,,171
1992 General Election,,Inactive,,171
1992 Primary Election,,Inactive,,171
1990 General Election,,Inactive,,171
2018 Primary Election,10/02/2017,Active,In-Kind or Independent Expenditure,3428
2016 General Election,08/01/2016,Active,Contribution to Active Candidate or Measure Committee,3428
2016 Primary Election,08/06/2015,Active,Contribution to Active Candidate or Measure Committee,3428
2014 General Election,05/12/2014,Active,Contribution to Active Candidate or Measure Committee,3428
2014 Primary Election,08/02/2012,Active,Contribution to Active Candidate or Measure Committee,3428
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,3428
2012 Primary Election,08/22/2011,Active,Contribution to Active Candidate or Measure Committee,3428
2010 General Election,07/21/2010,Active,Contribution to Active Candidate or Measure Committee,3428
2010 Primary Election,08/11/2009,Active,Contribution to Active Candidate or Measure Committee,3428
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,3428
2008 Primary Election,01/04/2007,Active,Contribution to Active Candidate or Measure Committee,3428
2007 November Election,09/14/2007,Active,Contribution to Active Candidate or Measure Committee,3428
2006 General Election,,Inactive,,3428
2006 Primary Election,,Inactive,,3428
2004 General Election,,Inactive,,3428
2004 Primary Election,,Inactive,,3428
2002 General Election,,Inactive,,3428
2002 September Special Election,,Inactive,,3428
2002 Primary Election,,Inactive,,3428
2000 General Election,,Inactive,,3428
2000 Primary Election,,Inactive,,3428
2018 Primary Election,11/22/2017,Active,Contribution to Active Candidate or Measure Committee,4939
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,4939
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,4939
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,4939
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,4939
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,4939
2012 Primary Election,12/17/2011,Active,Contribution to Active Candidate or Measure Committee,4939
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,4939
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,4939
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,4939
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,4939
2007 November Election,10/11/2007,Active,Contribution to Active Candidate or Measure Committee,4939
2006 General Election,,Inactive,,4939
2006 Primary Election,,Inactive,,4939
2004 General Election,,Inactive,,4939
2004 Primary Election,,Inactive,,4939
2018 Primary Election,01/17/2018,Active,Contribution to Active Candidate or Measure Committee,182
2018 January Special Election,01/02/2018,Active,Contribution to Active Candidate or Measure Committee,182
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,182
2016 Primary Election,01/06/2016,Active,Contribution to Active Candidate or Measure Committee,182
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,182
2014 Primary Election,01/02/2014,Active,Contribution to Active Candidate or Measure Committee,182
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,182
2012 Primary Election,01/30/2012,Active,Contribution to Active Candidate or Measure Committee,182
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,182
2010 Primary Election,01/11/2010,Active,Contribution to Active Candidate or Measure Committee,182
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,182
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,182
2007 November Election,09/13/2007,Active,Contribution to Active Candidate or Measure Committee,182
2006 General Election,,Inactive,,182
2006 Primary Election,,Inactive,,182
2004 General Election,,Inactive,,182
2004 Primary Election,,Inactive,,182
2002 General Election,,Inactive,,182
2002 Primary Election,,Inactive,,182
2000 General Election,,Inactive,,182
2000 Primary Election,,Inactive,,182
1998 General Election,,Inactive,,182
1998 Biennial Primary Election,,Inactive,,182
1996 General Election,,Inactive,,182
1996 Primary Election,,Inactive,,182
1994 General Election,,Inactive,,182
1994 Primary,,Inactive,,182
1992 General Election,,Inactive,,182
1992 Primary Election,,Inactive,,182
1990 General Election,,Inactive,,182
