election,active_date,status,active_reason,committee_id
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,4737
2006 General Election,,Inactive,,4737
2004 General Election,,Inactive,,4737
2018 Primary Election,02/07/2018,Active,Contribution to Active Candidate or Measure Committee,329
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,329
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,329
2014 General Election,06/02/2014,Active,Contribution to Active Candidate or Measure Committee,329
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,329
2013 March Election,02/27/2013,Active,Contribution to Active Candidate or Measure Committee,329
2012 General Election,07/10/2012,Active,In-Kind or Independent Expenditure,329
2012 Primary Election,01/12/2012,Active,In-Kind or Independent Expenditure,329
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,329
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,329
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,329
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,329
2006 General Election,,Inactive,,329
2006 Primary Election,,Inactive,,329
2004 General Election,,Inactive,,329
2004 Primary Election,,Inactive,,329
2002 General Election,,Inactive,,329
2002 Primary Election,,Inactive,,329
2000 General Election,,Inactive,,329
2000 Primary Election,,Inactive,,329
1998 General Election,,Inactive,,329
1998 Biennial Primary Election,,Inactive,,329
1996 General Election,,Inactive,,329
1996 Primary Election,,Inactive,,329
1994 General Election,,Inactive,,329
1994 Primary,,Inactive,,329
1992 General Election,,Inactive,,329
1992 Primary Election,,Inactive,,329
1990 General Election,,Inactive,,329
2018 Primary Election,02/14/2018,Active,System Generated / Primary or General Election,3598
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,3598
2016 Primary Election,12/08/2015,Active,Contribution to Active Candidate or Measure Committee,3598
2014 General Election,06/13/2014,Active,Contribution to Active Candidate or Measure Committee,3598
2014 Primary Election,01/24/2014,Active,Contribution to Active Candidate or Measure Committee,3598
2013 May Election,04/18/2013,Active,Contribution to Active Candidate or Measure Committee,3598
2012 General Election,08/14/2012,Active,Contribution to Active Candidate or Measure Committee,3598
2012 Primary Election,11/14/2011,Active,Contribution to Active Candidate or Measure Committee,3598
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,3598
2010 Primary Election,09/09/2009,Active,Contribution to Active Candidate or Measure Committee,3598
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,3598
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,3598
2006 General Election,,Inactive,,3598
2006 Primary Election,,Inactive,,3598
2004 General Election,,Inactive,,3598
2004 Primary Election,,Inactive,,3598
2002 General Election,,Inactive,,3598
2002 Primary Election,,Inactive,,3598
2000 General Election,,Inactive,,3598
2000 Primary Election,,Inactive,,3598
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,12563
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,12563
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,12563
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,12563
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,12563
2012 General Election,06/25/2012,Active,System Generated / Primary or General Election,12563
2012 Primary Election,11/09/2011,Active,System Generated / Primary or General Election,12563
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,12563
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,12563
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,12563
2008 Primary Election,12/13/2007,Active,Statement of Organization,12563
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,330
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,330
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,330
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,330
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,330
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,330
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,330
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,330
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,330
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,330
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,330
2006 General Election,,Inactive,,330
2006 Primary Election,,Inactive,,330
2004 General Election,,Inactive,,330
2004 Primary Election,,Inactive,,330
2002 General Election,,Inactive,,330
2002 Primary Election,,Inactive,,330
2000 General Election,,Inactive,,330
1998 General Election,,Inactive,,330
1998 Biennial Primary Election,,Inactive,,330
1996 General Election,,Inactive,,330
1996 Primary Election,,Inactive,,330
1994 General Election,,Inactive,,330
1994 Primary,,Inactive,,330
1992 General Election,,Inactive,,330
1992 Primary Election,,Inactive,,330
1990 General Election,,Inactive,,330
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,331
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,331
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,331
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,331
2014 Primary Election,11/01/2013,Active,Contribution to Active Candidate or Measure Committee,331
2012 General Election,08/01/2012,Active,System Generated / Primary or General Election,331
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,331
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,331
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,331
2008 General Election,06/27/2008,Active,Contribution to Active Candidate or Measure Committee,331
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,331
2006 General Election,,Inactive,,331
2006 Primary Election,,Inactive,,331
2004 General Election,,Inactive,,331
2004 Primary Election,,Inactive,,331
2002 General Election,,Inactive,,331
2002 Primary Election,,Inactive,,331
2000 General Election,,Inactive,,331
2000 Primary Election,,Inactive,,331
1998 General Election,,Inactive,,331
1998 Biennial Primary Election,,Inactive,,331
1996 General Election,,Inactive,,331
1996 Primary Election,,Inactive,,331
1994 General Election,,Inactive,,331
1994 Primary,,Inactive,,331
1992 General Election,,Inactive,,331
1992 Primary Election,,Inactive,,331
1990 General Election,,Inactive,,331
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,332
2017 May Election,01/07/2017,Active,In-Kind or Independent Expenditure,332
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,332
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,332
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,332
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,332
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,332
2012 Primary Election,12/09/2010,Active,System Generated / Primary or General Election,332
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,332
2010 Primary Election,03/04/2010,Active,System Generated / Primary or General Election,332
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,332
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,332
2006 General Election,,Inactive,,332
2006 Primary Election,,Inactive,,332
2004 General Election,,Inactive,,332
2004 Primary Election,,Inactive,,332
2002 General Election,,Inactive,,332
2002 Primary Election,,Inactive,,332
2000 General Election,,Inactive,,332
2000 Primary Election,,Inactive,,332
1998 General Election,,Inactive,,332
1998 Biennial Primary Election,,Inactive,,332
1996 General Election,,Inactive,,332
1996 Primary Election,,Inactive,,332
1994 General Election,,Inactive,,332
1994 Primary,,Inactive,,332
1992 General Election,,Inactive,,332
1992 Primary Election,,Inactive,,332
1990 General Election,,Inactive,,332
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,333
2017 May Election,04/16/2017,Active,In-Kind or Independent Expenditure,333
